0,0
3.1554e-30,4.9784e-58
2.0095e-06,2.0191e-10
1.2057e-05,7.2686e-09
6.2295e-05,1.9403e-07
0.00031348,4.9135e-06
0.0015694,0.00012315
0.0078491,0.0030796
0.017849,0.015919
0.027849,0.038738
0.037849,0.071521
0.047849,0.11425
0.057849,0.16691
0.067849,0.22948
0.077849,0.30193
0.087849,0.38425
0.097849,0.4764
0.1,0.49751
0.1,0.49751
0.1,0.49751
0.11,0.59658
0.12,0.69543
0.13,0.79404
0.14,0.89239
0.15,0.99047
0.16,1.0883
0.17,1.1857
0.18,1.2829
0.19,1.3796
0.2,1.476
0.21,1.5721
0.22,1.6677
0.23,1.7628
0.24,1.8576
0.25,1.9518
0.26,2.0456
0.27,2.1389
0.28,2.2317
0.29,2.3239
0.3,2.4156
0.31,2.5067
0.32,2.5972
0.33,2.6871
0.34,2.7764
0.35,2.865
0.36,2.953
0.37,3.0403
0.38,3.127
0.39,3.2129
0.4,3.2981
0.41,3.3825
0.42,3.4662
0.43,3.5492
0.44,3.6313
0.45,3.7127
0.46,3.7932
0.47,3.8729
0.48,3.9518
0.49,4.0298
0.5,4.107
0.51,4.1832
0.52,4.2586
0.53,4.3331
0.54,4.4066
0.55,4.4792
0.56,4.5508
0.57,4.6215
0.58,4.6912
0.59,4.76
0.6,4.8277
0.61,4.8944
0.62,4.9601
0.63,5.0248
0.64,5.0885
0.65,5.151
0.66,5.2126
0.67,5.273
0.68,5.3324
0.69,5.3907
0.7,5.4479
0.71,5.504
0.72,5.559
0.73,5.6128
0.74,5.6656
0.75,5.7172
0.76,5.7676
0.77,5.8169
0.78,5.865
0.79,5.912
0.8,5.9578
0.81,6.0024
0.82,6.0459
0.83,6.0882
0.84,6.1292
0.85,6.1691
0.86,6.2078
0.87,6.2452
0.88,6.2815
0.89,6.3165
0.9,6.3503
0.91,6.383
0.92,6.4143
0.93,6.4445
0.94,6.4735
0.95,6.5012
0.96,6.5277
0.97,6.5529
0.98,6.5769
0.99,6.5997
1,6.6213
1.01,6.6416
1.02,6.6607
1.03,6.6786
1.04,6.6952
1.05,6.7106
1.06,6.7248
1.07,6.7378
1.08,6.7495
1.09,6.76
1.1,6.7693
1.11,6.7774
1.12,6.7842
1.13,6.7899
1.14,6.7943
1.15,6.7976
1.16,6.7996
1.17,6.8004
1.18,6.8001
1.19,6.7986
1.2,6.7959
1.21,6.792
1.22,6.787
1.23,6.7807
1.24,6.7734
1.25,6.7649
1.26,6.7552
1.27,6.7444
1.28,6.7325
1.29,6.7195
1.3,6.7053
1.31,6.6901
1.32,6.6737
1.33,6.6563
1.34,6.6378
1.35,6.6182
1.36,6.5975
1.37,6.5758
1.38,6.5531
1.39,6.5293
1.4,6.5045
1.41,6.4786
1.42,6.4518
1.43,6.424
1.44,6.3952
1.45,6.3654
1.46,6.3347
1.47,6.303
1.48,6.2704
1.49,6.2369
1.5,6.2024
1.51,6.167
1.52,6.1308
1.53,6.0937
1.54,6.0557
1.55,6.0168
1.56,5.9772
1.57,5.9366
1.58,5.8953
1.59,5.8532
1.6,5.8103
1.61,5.7666
1.62,5.7222
1.63,5.677
1.64,5.631
1.65,5.5844
1.66,5.537
1.67,5.489
1.68,5.4403
1.69,5.3909
1.7,5.3409
1.71,5.2902
1.72,5.239
1.73,5.1871
1.74,5.1346
1.75,5.0816
1.76,5.028
1.77,4.9738
1.78,4.9191
1.79,4.8639
1.8,4.8083
1.81,4.7521
1.82,4.6954
1.83,4.6383
1.84,4.5808
1.85,4.5229
1.86,4.4645
1.87,4.4057
1.88,4.3466
1.89,4.2871
1.9,4.2273
1.91,4.1671
1.92,4.1066
1.93,4.0458
1.94,3.9848
1.95,3.9234
1.96,3.8618
1.97,3.8
1.98,3.738
1.99,3.6757
2,3.6132
2.01,3.5506
2.02,3.4878
2.03,3.4249
2.04,3.3618
2.05,3.2986
2.06,3.2353
2.07,3.172
2.08,3.1085
2.09,3.045
2.1,2.9814
2.11,2.9179
2.12,2.8543
2.13,2.7907
2.14,2.7271
2.15,2.6636
2.16,2.6001
2.17,2.5366
2.18,2.4732
2.19,2.41
2.2,2.3468
2.21,2.2837
2.22,2.2207
2.23,2.1579
2.24,2.0953
2.25,2.0328
2.26,1.9705
2.27,1.9083
2.28,1.8464
2.29,1.7847
2.3,1.7232
2.31,1.662
2.32,1.601
2.33,1.5403
2.34,1.4799
2.35,1.4198
2.36,1.3599
2.37,1.3004
2.38,1.2412
2.39,1.1823
2.4,1.1238
2.41,1.0656
2.42,1.0078
2.43,0.9504
2.44,0.89337
2.45,0.83673
2.46,0.78049
2.47,0.72468
2.48,0.66929
2.49,0.61433
2.5,0.55982
2.51,0.50576
2.52,0.45217
2.53,0.39904
2.54,0.34639
2.55,0.29423
2.56,0.24257
2.57,0.1914
2.58,0.14075
2.59,0.09061
2.6,0.040997
2.61,-0.0080862
2.62,-0.056632
2.63,-0.10463
2.64,-0.15209
2.65,-0.19898
2.66,-0.24531
2.67,-0.29108
2.68,-0.33628
2.69,-0.38089
2.7,-0.42492
2.71,-0.46837
2.72,-0.51122
2.73,-0.55348
2.74,-0.59514
2.75,-0.63619
2.76,-0.67663
2.77,-0.71647
2.78,-0.75568
2.79,-0.79428
2.8,-0.83226
2.81,-0.86962
2.82,-0.90635
2.83,-0.94246
2.84,-0.97793
2.85,-1.0128
2.86,-1.047
2.87,-1.0806
2.88,-1.1135
2.89,-1.1458
2.9,-1.1775
2.91,-1.2085
2.92,-1.2389
2.93,-1.2687
2.94,-1.2978
2.95,-1.3263
2.96,-1.3541
2.97,-1.3813
2.98,-1.4079
2.99,-1.4338
3,-1.4592
3.01,-1.4838
3.02,-1.5079
3.03,-1.5313
3.04,-1.5541
3.05,-1.5763
3.06,-1.5979
3.07,-1.6188
3.08,-1.6391
3.09,-1.6588
3.1,-1.678
3.11,-1.6965
3.12,-1.7144
3.13,-1.7317
3.14,-1.7484
3.15,-1.7645
3.16,-1.7801
3.17,-1.795
3.18,-1.8094
3.19,-1.8232
3.2,-1.8365
3.21,-1.8492
3.22,-1.8613
3.23,-1.8729
3.24,-1.884
3.25,-1.8945
3.26,-1.9044
3.27,-1.9139
3.28,-1.9228
3.29,-1.9312
3.3,-1.9392
3.31,-1.9466
3.32,-1.9535
3.33,-1.9599
3.34,-1.9658
3.35,-1.9713
3.36,-1.9763
3.37,-1.9809
3.38,-1.985
3.39,-1.9886
3.4,-1.9918
3.41,-1.9946
3.42,-1.997
3.43,-1.9989
3.44,-2.0005
3.45,-2.0016
3.46,-2.0024
3.47,-2.0028
3.48,-2.0028
3.49,-2.0024
3.5,-2.0017
3.51,-2.0006
3.52,-1.9992
3.53,-1.9975
3.54,-1.9955
3.55,-1.9931
3.56,-1.9904
3.57,-1.9875
3.58,-1.9842
3.59,-1.9807
3.6,-1.9769
3.61,-1.9728
3.62,-1.9685
3.63,-1.964
3.64,-1.9592
3.65,-1.9542
3.66,-1.9489
3.67,-1.9435
3.68,-1.9379
3.69,-1.9321
3.7,-1.9261
3.71,-1.9199
3.72,-1.9136
3.73,-1.9071
3.74,-1.9005
3.75,-1.8938
3.76,-1.8869
3.77,-1.8799
3.78,-1.8729
3.79,-1.8657
3.8,-1.8584
3.81,-1.851
3.82,-1.8436
3.83,-1.8361
3.84,-1.8286
3.85,-1.821
3.86,-1.8134
3.87,-1.8057
3.88,-1.7981
3.89,-1.7904
3.9,-1.7827
3.91,-1.7751
3.92,-1.7674
3.93,-1.7598
3.94,-1.7522
3.95,-1.7446
3.96,-1.7371
3.97,-1.7297
3.98,-1.7223
3.99,-1.715
4,-1.7077
4.01,-1.7006
4.02,-1.6935
4.03,-1.6865
4.04,-1.6797
4.05,-1.673
4.06,-1.6663
4.07,-1.6599
4.08,-1.6535
4.09,-1.6473
4.1,-1.6412
4.11,-1.6353
4.12,-1.6296
4.13,-1.624
4.14,-1.6186
4.15,-1.6134
4.16,-1.6084
4.17,-1.6035
4.18,-1.5989
4.19,-1.5944
4.2,-1.5902
4.21,-1.5862
4.22,-1.5824
4.23,-1.5788
